Projected_Share_Price_INDF
10378.0
11074.0
8964.0
12549.0
11459.0
10774.0
10934.0
11886.0
10760.0
11443.0
10403.0
9889.0
10130.0
11710.0
11218.0
10743.0
13003.0
9693.0
11134.0
8258.0
9606.0
9511.0
10217.0
10378.0
9659.0
11348.0
8951.0
12819.0
10552.0
11363.0
14853.0
9117.0
9102.0
11061.0
10914.0
10431.0
11531.0
8971.0
10390.0
10743.0
9117.0
11363.0
9620.0
13860.0
9954.0
9322.0
11283.0
12231.0
10893.0
11894.0
9014.0
10030.0
10429.0
8479.0
10802.0
11061.0
12436.0
10816.0
11378.0
10429.0
11001.0
9310.0
9330.0
10854.0
10403.0
9026.0
10123.0
8893.0
9006.0
9972.0
9876.0
12127.0
9322.0
9780.0
11517.0
10271.0
11531.0
12907.0
10123.0
11939.0
10424.0
11564.0
10344.0
9309.0
10330.0
10635.0
10893.0
10977.0
10418.0
11564.0
8608.0
9533.0
10008.0
11471.0
11378.0
9895.0
12167.0
10893.0
10271.0
11378.0
10257.0
9175.0
8827.0
8658.0
12062.0
9725.0
11487.0
9579.0
9581.0
11313.0
10403.0
9449.0
10758.0
10678.0
8946.0
11209.0
11218.0
11997.0
12938.0
12167.0
10548.0
8736.0
8511.0
8516.0
9322.0
9575.0
10949.0
13179.0
11289.0
10693.0
11406.0
12012.0
9126.0
10564.0
10893.0
11074.0
11298.0
9297.0
9828.0
10575.0
13164.0
10770.0
9780.0
10966.0
10461.0
12327.0
10984.0
12780.0
8736.0
10952.0
11148.0
9309.0
10488.0
8971.0
9029.0
9881.0
10820.0
12805.0
9327.0
10176.0
10709.0
9309.0
10417.0
10344.0
9209.0
9441.0
9231.0
12851.0
11967.0
10013.0
9715.0
9721.0
8736.0
11340.0
9441.0
10774.0
9397.0
10589.0
11817.0
11339.0
10322.0
12247.0
8683.0
12167.0
12521.0
9867.0
9803.0
8658.0
8937.0
13034.0
11378.0
9721.0
8106.0
13068.0
10285.0
11902.0
9219.0
11713.0
13164.0
11283.0
7924.0
9373.0
9867.0
11385.0
10705.0
12247.0
11517.0
12993.0
9322.0
11134.0
12475.0
10417.0
8801.0
8818.0
11602.0
10003.0
10175.0
11394.0
9823.0
10190.0
12508.0
14036.0
9196.0
9006.0
12732.0
9236.0
9715.0
11931.0
9794.0
12167.0
9965.0
7924.0
8700.0
10099.0
13083.0
10121.0
11537.0
9596.0
9117.0
9669.0
10322.0
10820.0
9171.0
10330.0
10490.0
10330.0
9105.0
9721.0
11363.0
10330.0
10879.0
10678.0
9375.0
8258.0
11148.0
11524.0
9189.0
11363.0
9464.0
11517.0
10490.0
8379.0
10806.0
10514.0
12167.0
12749.0
11531.0
10358.0
9867.0
10033.0
9014.0
11113.0
9451.0
9375.0
10316.0
10789.0
11074.0
10456.0
11967.0
14804.0
10417.0
10417.0
10907.0
9178.0
11074.0
11539.0
10344.0
11348.0
11239.0
9734.0
10324.0
11967.0
10429.0
11274.0
10198.0
9579.0
11880.0
9136.0
9449.0
12475.0
10431.0
11074.0
10409.0
9853.0
11298.0
9684.0
9968.0
9895.0
9889.0
11011.0
9867.0
10344.0
8880.0
12297.0
9363.0
10077.0
10257.0
9249.0
9794.0
10415.0
11618.0
10505.0
12907.0
12523.0
11018.0
12260.0
9735.0
9803.0
9596.0
10987.0
9165.0
11289.0
8827.0
9522.0
9735.0
10204.0
9842.0
9735.0
11015.0
11224.0
9734.0
8880.0
10576.0
12355.0
11517.0
7858.0
8052.0
10285.0
11298.0
10217.0
11458.0
11459.0
9597.0
13941.0
8814.0
9738.0
10773.0
9828.0
9881.0
11783.0
10693.0
12684.0
11734.0
10246.0
10358.0
11724.0
10198.0
8501.0
9349.0
11894.0
11894.0
10424.0
8815.0
11967.0
9881.0
10658.0
10758.0
10173.0
11045.0
10504.0
10372.0
10188.0
8093.0
10221.0
12684.0
10198.0
11806.0
12907.0
10403.0
8978.0
10312.0
10364.0
9014.0
11849.0
8379.0
9284.0
10417.0
11061.0
11391.0
8511.0
9721.0
11691.0
8981.0
10217.0
8588.0
9940.0
9335.0
10854.0
8804.0
9735.0
9609.0
9853.0
8978.0
9310.0
13971.0
9093.0
8946.0
10016.0
10869.0
10012.0
10693.0
11894.0
11179.0
12247.0
10907.0
10823.0
10907.0
11042.0
8946.0
9092.0
10158.0
8789.0
10403.0
11817.0
11378.0
8946.0
13956.0
9780.0
9738.0
12112.0
8933.0
9171.0
9967.0
9441.0
9297.0
10372.0
12594.0
11459.0
11472.0
10041.0
8724.0
8055.0
12182.0
10802.0
9926.0
11756.0
11738.0
10709.0
15014.0
11472.0
10089.0
10378.0
9224.0
10249.0
11162.0
10358.0
11246.0
10330.0
9738.0
9648.0
9164.0
10758.0
11811.0
9721.0
10257.0
10103.0
10573.0
11363.0
10938.0
9929.0
10539.0
10285.0
10198.0
9209.0
13643.0
9027.0
9634.0
15045.0
9794.0
11209.0
11061.0
11545.0
10257.0
8827.0
10243.0
11531.0
10408.0
10602.0
10746.0
10530.0
9244.0
10965.0
9881.0
12244.0
8971.0
8762.0
12673.0
8171.0
8868.0
10020.0
12860.0
8946.0
9505.0
10824.0
10337.0
10271.0
12315.0
8802.0
9816.0
9828.0
10582.0
10316.0
12197.0
11489.0
12523.0
9980.0
9960.0
10098.0
10728.0
10344.0
10429.0
11179.0
10030.0
8749.0
9634.0
9808.0
11691.0
13677.0
10865.0
10651.0
11567.0
8959.0
13723.0
10966.0
10045.0
11232.0
9171.0
11313.0
10342.0
9780.0
11567.0
12881.0
10429.0
9363.0
10758.0
10235.0
9236.0
11537.0
9375.0
10893.0
9320.0
11061.0
8245.0
10409.0
8610.0
9348.0
8582.0
10938.0
10093.0
11713.0
10824.0
9583.0
13114.0
12659.0
10271.0
11298.0
9803.0
11173.0
9823.0
11258.0
9954.0
9735.0
11422.0
12182.0
10617.0
9816.0
10417.0
8372.0
12167.0
11894.0
8971.0
11134.0
10934.0
11902.0
11459.0
11637.0
10271.0
9696.0
12127.0
10344.0
9362.0
10705.0
9828.0
10994.0
8605.0
8270.0
11443.0
8557.0
11369.0
9881.0
9869.0
13643.0
9310.0
11503.0
8617.0
9775.0
8881.0
9451.0
12325.0
10705.0
10575.0
9731.0
10093.0
11472.0
9248.0
11762.0
11517.0
9522.0
8555.0
9449.0
8617.0
9363.0
11232.0
9161.0
10539.0
9881.0
9158.0
12734.0
8569.0
9735.0
10093.0
8802.0
10474.0
10671.0
9853.0
10820.0
11228.0
10344.0
11209.0
10344.0
10271.0
9803.0
12795.0
11061.0
10792.0
9870.0
9006.0
10271.0
11837.0
9725.0
8504.0
9309.0
10934.0
9388.0
8544.0
10774.0
10240.0
9882.0
9386.0
9322.0
13941.0
11459.0
9965.0
11287.0
11783.0
10372.0
10417.0
9775.0
9839.0
9791.0
11394.0
12167.0
10893.0
9321.0
12977.0
11538.0
13723.0
13068.0
12770.0
10330.0
10742.0
8880.0
11902.0
8762.0
8323.0
8880.0
8258.0
9389.0
